Zeit in s;Spannung in V;1.5 V LR03 (AAA Alkali-Mangan)
11214;1.085;
11215;1.084;
11216;1.084;
11217;1.084;
11218;1.084;
11219;1.085;
11220;1.084;
11221;1.085;
11222;1.084;
11223;1.085;
11224;1.085;
11225;1.084;
11226;1.084;
11227;1.084;
11228;1.085;
11229;1.084;
11230;1.084;
11231;1.085;
11232;1.084;
11233;1.084;
11234;1.084;
11235;1.084;
11236;1.084;
11237;1.084;
11238;1.084;
11239;1.084;
11240;1.085;
11241;1.084;
11242;1.084;
11243;1.084;
11244;1.084;
11245;1.084;
11246;1.084;
11247;1.084;
11248;1.084;
11249;1.084;
11250;1.084;
11251;1.084;
11252;1.084;
11253;1.085;
11254;1.084;
11255;1.084;
11256;1.084;
11257;1.084;
11258;1.084;
11259;1.084;
11260;1.084;
11261;1.084;
11262;1.084;
11263;1.084;
11264;1.084;
11265;1.084;
11266;1.084;
11267;1.084;
11268;1.084;
11269;1.084;
11270;1.083;
11271;1.084;
11272;1.083;
11273;1.084;
11274;1.084;
11275;1.084;
11276;1.084;
11277;1.084;
11278;1.083;
11279;1.083;
11280;1.084;
11281;1.084;
11282;1.084;
11283;1.083;
11284;1.083;
11285;1.083;
11286;1.084;
11287;1.082;
11288;1.083;
11289;1.084;
11290;1.083;
11291;1.084;
11292;1.083;
11293;1.084;
11294;1.083;
11295;1.083;
11296;1.083;
11297;1.084;
11298;1.083;
11299;1.083;
11300;1.083;
11301;1.083;
11302;1.083;
11303;1.083;
11304;1.083;
11305;1.083;
11306;1.083;
11307;1.083;
11308;1.083;
11309;1.083;
11310;1.083;
11311;1.083;
11312;1.083;
11313;1.083;
11314;1.083;
11315;1.083;
11316;1.082;
11317;1.083;
11318;1.083;
11319;1.083;
11320;1.083;
11321;1.083;
11322;1.083;
11323;1.082;
11324;1.083;
11325;1.082;
11326;1.082;
11327;1.082;
11328;1.083;
11329;1.083;
11330;1.082;
11331;1.083;
11332;1.083;
11333;1.082;
11334;1.082;
11335;1.083;
11336;1.082;
11337;1.082;
11338;1.082;
11339;1.082;
11340;1.083;
11341;1.083;
11342;1.082;
11343;1.083;
11344;1.082;
11345;1.082;
11346;1.082;
11347;1.083;
11348;1.082;
11349;1.082;
11350;1.082;
11351;1.082;
11352;1.082;
11353;1.083;
11354;1.082;
11355;1.082;
11356;1.082;
11357;1.082;
11358;1.081;
11359;1.081;
11360;1.082;
11361;1.083;
11362;1.082;
11363;1.082;
11364;1.082;
11365;1.083;
11366;1.082;
11367;1.081;
11368;1.083;
11369;1.083;
11370;1.082;
11371;1.082;
11372;1.082;
11373;1.082;
11374;1.081;
11375;1.082;
11376;1.081;
11377;1.082;
11378;1.082;
11379;1.082;
11380;1.081;
11381;1.081;
11382;1.082;
11383;1.082;
11384;1.082;
11385;1.082;
11386;1.082;
11387;1.081;
11388;1.081;
11389;1.081;
11390;1.082;
11391;1.081;
11392;1.081;
11393;1.081;
11394;1.081;
11395;1.081;
11396;1.081;
11397;1.081;
11398;1.081;
11399;1.081;
11400;1.081;
11401;1.081;
11402;1.082;
11403;1.081;
11404;1.081;
11405;1.081;
11406;1.081;
11407;1.081;
11408;1.081;
11409;1.082;
11410;1.081;
11411;1.081;
11412;1.081;
11413;1.081;
11414;1.081;
11415;1.081;
11416;1.082;
11417;1.081;
11418;1.081;
11419;1.081;
11420;1.081;
11421;1.08;
11422;1.081;
11423;1.081;
11424;1.08;
11425;1.081;
11426;1.081;
11427;1.08;
11428;1.08;
11429;1.081;
11430;1.08;
11431;1.081;
11432;1.08;
11433;1.081;
11434;1.081;
11435;1.08;
11436;1.081;
11437;1.08;
11438;1.081;
11439;1.08;
11440;1.081;
11441;1.081;
11442;1.08;
11443;1.08;
11444;1.08;
11445;1.08;
11446;1.08;
11447;1.081;
11448;1.08;
11449;1.08;
11450;1.08;
11451;1.08;
11452;1.08;
11453;1.08;
11454;1.08;
11455;1.081;
11456;1.08;
11457;1.08;
11458;1.079;
11459;1.08;
11460;1.08;
11461;1.08;
11462;1.079;
11463;1.08;
11464;1.08;
11465;1.08;
11466;1.08;
11467;1.08;
11468;1.08;
11469;1.08;
11470;1.081;
11471;1.08;
11472;1.08;
11473;1.08;
11474;1.08;
11475;1.079;
11476;1.08;
11477;1.079;
11478;1.08;
11479;1.08;
11480;1.08;
11481;1.079;
11482;1.08;
11483;1.08;
11484;1.08;
11485;1.08;
11486;1.08;
11487;1.08;
11488;1.079;
11489;1.08;
11490;1.079;
11491;1.079;
11492;1.08;
11493;1.079;
11494;1.08;
11495;1.079;
11496;1.079;
11497;1.078;
11498;1.08;
11499;1.079;
11500;1.079;
11501;1.079;
11502;1.079;
11503;1.08;
11504;1.078;
11505;1.079;
11506;1.079;
11507;1.079;
11508;1.079;
11509;1.08;
11510;1.079;
11511;1.079;
11512;1.079;
11513;1.079;
11514;1.079;
11515;1.079;
11516;1.079;
11517;1.078;
11518;1.078;
11519;1.079;
11520;1.079;
11521;1.079;
11522;1.079;
11523;1.079;
11524;1.079;
11525;1.078;
11526;1.079;
11527;1.078;
11528;1.078;
11529;1.079;
11530;1.078;
11531;1.079;
11532;1.079;
11533;1.078;
11534;1.079;
11535;1.079;
11536;1.078;
11537;1.079;
11538;1.078;
11539;1.077;
11540;1.079;
11541;1.079;
11542;1.079;
11543;1.078;
11544;1.079;
11545;1.078;
11546;1.079;
11547;1.078;
11548;1.079;
11549;1.078;
11550;1.078;
11551;1.078;
11552;1.079;
11553;1.078;
11554;1.078;
11555;1.078;
11556;1.078;
11557;1.078;
11558;1.079;
11559;1.078;
11560;1.077;
11561;1.078;
11562;1.078;
11563;1.078;
11564;1.078;
11565;1.077;
11566;1.078;
11567;1.078;
11568;1.079;
11569;1.078;
11570;1.079;
11571;1.079;
11572;1.077;
11573;1.077;
11574;1.078;
11575;1.077;
11576;1.077;
11577;1.078;
11578;1.078;
11579;1.077;
11580;1.078;
11581;1.078;
11582;1.077;
11583;1.077;
11584;1.077;
11585;1.077;
11586;1.077;
11587;1.078;
11588;1.077;
11589;1.078;
11590;1.077;
11591;1.078;
11592;1.077;
11593;1.077;
11594;1.077;
11595;1.078;
11596;1.076;
11597;1.077;
11598;1.077;
11599;1.077;
11600;1.077;
11601;1.077;
11602;1.077;
11603;1.077;
11604;1.077;
11605;1.076;
11606;1.077;
11607;1.076;
11608;1.077;
11609;1.077;
11610;1.077;
11611;1.076;
11612;1.076;
11613;1.076;
11614;1.076;
11615;1.076;
11616;1.076;
11617;1.077;
11618;1.076;
11619;1.076;
11620;1.076;
11621;1.077;
11622;1.076;
11623;1.077;
11624;1.076;
11625;1.076;
11626;1.076;
11627;1.076;
11628;1.077;
11629;1.076;
11630;1.076;
11631;1.076;
11632;1.077;
11633;1.076;
11634;1.077;
11635;1.076;
11636;1.076;
11637;1.076;
11638;1.076;
11639;1.076;
11640;1.076;
11641;1.076;
11642;1.076;
11643;1.076;
11644;1.076;
11645;1.076;
11646;1.075;
11647;1.076;
11648;1.076;
11649;1.075;
11650;1.076;
11651;1.077;
11652;1.076;
11653;1.075;
11654;1.076;
11655;1.076;
11656;1.076;
11657;1.076;
11658;1.075;
11659;1.075;
11660;1.075;
11661;1.075;
11662;1.075;
11663;1.075;
11664;1.075;
11665;1.075;
11666;1.075;
11667;1.075;
11668;1.075;
11669;1.075;
11670;1.075;
11671;1.076;
11672;1.075;
11673;1.075;
11674;1.076;
11675;1.075;
11676;1.075;
11677;1.075;
11678;1.076;
11679;1.075;
11680;1.074;
11681;1.075;
11682;1.075;
11683;1.075;
11684;1.075;
11685;1.075;
11686;1.075;
11687;1.075;
11688;1.074;
11689;1.075;
11690;1.075;
11691;1.074;
11692;1.074;
11693;1.075;
11694;1.075;
11695;1.074;
11696;1.075;
11697;1.075;
11698;1.074;
11699;1.075;
11700;1.074;
11701;1.074;
11702;1.074;
11703;1.075;
11704;1.074;
11705;1.075;
11706;1.075;
11707;1.074;
11708;1.074;
11709;1.074;
11710;1.073;
11711;1.074;
11712;1.074;
11713;1.074;
11714;1.074;
11715;1.073;
11716;1.074;
11717;1.075;
11718;1.073;
11719;1.074;
11720;1.073;
11721;1.074;
11722;1.074;
11723;1.074;
11724;1.074;
11725;1.073;
11726;1.073;
11727;1.074;
11728;1.074;
11729;1.073;
11730;1.074;
11731;1.074;
11732;1.073;
11733;1.073;
11734;1.073;
11735;1.073;
11736;1.074;
11737;1.073;
11738;1.074;
11739;1.073;
11740;1.074;
11741;1.073;
11742;1.073;
11743;1.073;
11744;1.073;
11745;1.074;
11746;1.074;
11747;1.073;
11748;1.073;
11749;1.073;
11750;1.073;
11751;1.074;
11752;1.074;
11753;1.073;
11754;1.073;
11755;1.073;
11756;1.073;
11757;1.073;
11758;1.072;
11759;1.073;
11760;1.073;
11761;1.073;
11762;1.073;
11763;1.073;
11764;1.073;
11765;1.073;
11766;1.072;
11767;1.073;
11768;1.073;
11769;1.073;
11770;1.073;
11771;1.073;
11772;1.073;
11773;1.072;
11774;1.073;
11775;1.072;
11776;1.072;
11777;1.073;
11778;1.072;
11779;1.073;
11780;1.073;
11781;1.073;
11782;1.073;
11783;1.073;
11784;1.073;
11785;1.072;
11786;1.072;
11787;1.073;
11788;1.072;
11789;1.073;
11790;1.073;
11791;1.073;
11792;1.073;
11793;1.072;
11794;1.072;
11795;1.072;
11796;1.072;
11797;1.072;
11798;1.072;
11799;1.072;
11800;1.072;
11801;1.072;
11802;1.072;
11803;1.071;
11804;1.072;
11805;1.071;
11806;1.072;
11807;1.072;
11808;1.072;
11809;1.072;
11810;1.071;
11811;1.072;
11812;1.071;
11813;1.072;
11814;1.072;
11815;1.071;
11816;1.072;
11817;1.071;
11818;1.071;
11819;1.071;
11820;1.071;
11821;1.072;
11822;1.071;
11823;1.071;
11824;1.071;
11825;1.072;
11826;1.071;
11827;1.071;
11828;1.072;
11829;1.071;
11830;1.071;
11831;1.071;
11832;1.071;
11833;1.071;
11834;1.072;
11835;1.071;
11836;1.071;
11837;1.072;
11838;1.071;
11839;1.07;
11840;1.072;
11841;1.071;
11842;1.072;
11843;1.071;
11844;1.07;
11845;1.07;
11846;1.07;
11847;1.071;
11848;1.07;
11849;1.07;
11850;1.07;
11851;1.071;
11852;1.07;
11853;1.07;
11854;1.07;
11855;1.071;
11856;1.071;
11857;1.07;
11858;1.07;
11859;1.07;
11860;1.07;
11861;1.07;
11862;1.071;
11863;1.07;
11864;1.071;
11865;1.07;
11866;1.071;
11867;1.071;
11868;1.07;
11869;1.07;
11870;1.07;
11871;1.07;
11872;1.07;
11873;1.07;
11874;1.071;
11875;1.07;
11876;1.07;
11877;1.07;
11878;1.07;
11879;1.07;
11880;1.07;
11881;1.07;
11882;1.069;
11883;1.07;
11884;1.07;
11885;1.07;
11886;1.07;
11887;1.07;
11888;1.069;
11889;1.07;
11890;1.07;
11891;1.069;
11892;1.07;
11893;1.069;
11894;1.069;
11895;1.07;
11896;1.069;
11897;1.07;
11898;1.07;
11899;1.07;
11900;1.07;
11901;1.07;
11902;1.069;
11903;1.07;
11904;1.07;
11905;1.069;
11906;1.069;
11907;1.07;
11908;1.07;
11909;1.069;
11910;1.07;
11911;1.069;
11912;1.069;
11913;1.069;
11914;1.069;
11915;1.069;
11916;1.069;
11917;1.069;
11918;1.07;
11919;1.069;
11920;1.069;
11921;1.069;
11922;1.069;
11923;1.069;
11924;1.069;
11925;1.069;
11926;1.069;
11927;1.069;
11928;1.069;
11929;1.068;
11930;1.069;
11931;1.068;
11932;1.068;
11933;1.068;
11934;1.069;
11935;1.069;
11936;1.069;
11937;1.068;
11938;1.068;
11939;1.069;
11940;1.068;
11941;1.068;
11942;1.068;
11943;1.069;
11944;1.068;
11945;1.068;
11946;1.068;
11947;1.068;
11948;1.068;
11949;1.068;
11950;1.068;
11951;1.068;
11952;1.067;
11953;1.067;
11954;1.068;
11955;1.068;
11956;1.068;
11957;1.068;
11958;1.068;
11959;1.068;
11960;1.068;
11961;1.068;
11962;1.068;
11963;1.067;
11964;1.067;
11965;1.067;
11966;1.068;
11967;1.067;
11968;1.068;
11969;1.068;
11970;1.068;
11971;1.067;
11972;1.068;
11973;1.067;
11974;1.068;
11975;1.068;
11976;1.068;
11977;1.068;
11978;1.067;
11979;1.067;
11980;1.068;
11981;1.067;
11982;1.067;
11983;1.067;
11984;1.067;
11985;1.067;
11986;1.067;
11987;1.067;
11988;1.067;
11989;1.068;
11990;1.067;
11991;1.066;
11992;1.067;
11993;1.067;
11994;1.067;
11995;1.067;
11996;1.067;
11997;1.067;
11998;1.067;
11999;1.067;
12000;1.067;
12001;1.067;
12002;1.067;
12003;1.066;
12004;1.066;
12005;1.067;
12006;1.067;
12007;1.067;
12008;1.066;
12009;1.067;
12010;1.066;
12011;1.067;
12012;1.067;
12013;1.066;
12014;1.067;
12015;1.066;
12016;1.067;
12017;1.067;
12018;1.066;
12019;1.066;
12020;1.066;
12021;1.067;
12022;1.067;
12023;1.066;
12024;1.066;
12025;1.066;
12026;1.066;
12027;1.066;
12028;1.066;
12029;1.066;
12030;1.066;
12031;1.065;
12032;1.066;
12033;1.066;
12034;1.066;
12035;1.066;
12036;1.065;
12037;1.066;
12038;1.066;
12039;1.066;
12040;1.065;
12041;1.065;
12042;1.065;
12043;1.066;
12044;1.065;
12045;1.065;
12046;1.065;
12047;1.065;
12048;1.065;
12049;1.065;
12050;1.065;
12051;1.064;
12052;1.065;
12053;1.065;
12054;1.065;
12055;1.065;
12056;1.065;
12057;1.065;
12058;1.065;
12059;1.066;
12060;1.064;
12061;1.065;
12062;1.065;
12063;1.064;
12064;1.065;
12065;1.065;
12066;1.065;
12067;1.065;
12068;1.065;
12069;1.064;
12070;1.065;
12071;1.065;
12072;1.064;
12073;1.065;
12074;1.064;
12075;1.065;
12076;1.064;
12077;1.064;
12078;1.065;
12079;1.064;
12080;1.065;
12081;1.064;
12082;1.065;
12083;1.064;
12084;1.064;
12085;1.064;
12086;1.063;
12087;1.064;
12088;1.064;
12089;1.064;
12090;1.063;
12091;1.064;
12092;1.064;
12093;1.064;
12094;1.063;
12095;1.064;
12096;1.064;
12097;1.064;
12098;1.064;
12099;1.063;
12100;1.064;
12101;1.064;
12102;1.064;
12103;1.063;
12104;1.063;
12105;1.064;
12106;1.063;
12107;1.063;
12108;1.063;
12109;1.063;
12110;1.063;
12111;1.063;
12112;1.063;
12113;1.063;
12114;1.063;
12115;1.064;
12116;1.063;
12117;1.063;
12118;1.064;
12119;1.063;
12120;1.063;
12121;1.063;
12122;1.063;
12123;1.062;
12124;1.063;
12125;1.063;
12126;1.063;
12127;1.063;
12128;1.063;
12129;1.063;
12130;1.062;
12131;1.063;
12132;1.062;
12133;1.062;
12134;1.062;
12135;1.062;
12136;1.063;
12137;1.062;
12138;1.062;
12139;1.062;
12140;1.063;
12141;1.063;
12142;1.062;
12143;1.063;
12144;1.063;
12145;1.062;
12146;1.062;
12147;1.063;
12148;1.063;
12149;1.062;
12150;1.062;
12151;1.062;
12152;1.062;
12153;1.063;
12154;1.062;
12155;1.061;
12156;1.062;
12157;1.062;
12158;1.063;
12159;1.061;
12160;1.062;
12161;1.061;
12162;1.062;
12163;1.062;
12164;1.061;
12165;1.061;
12166;1.062;
12167;1.061;
12168;1.062;
12169;1.061;
12170;1.061;
12171;1.062;
12172;1.061;
12173;1.061;
12174;1.061;
12175;1.061;
12176;1.061;
12177;1.061;
12178;1.061;
12179;1.061;
12180;1.061;
12181;1.061;
12182;1.06;
12183;1.061;
12184;1.061;
12185;1.061;
12186;1.061;
12187;1.06;
12188;1.061;
12189;1.061;
12190;1.061;
12191;1.06;
12192;1.061;
12193;1.06;
12194;1.061;
12195;1.061;
12196;1.061;
12197;1.061;
12198;1.061;
12199;1.06;
12200;1.06;
12201;1.061;
12202;1.061;
12203;1.06;
12204;1.061;
12205;1.06;
12206;1.06;
12207;1.06;
12208;1.06;
12209;1.06;
12210;1.06;
12211;1.059;
12212;1.06;
12213;1.059;
12214;1.06;
12215;1.059;
12216;1.06;
12217;1.06;
12218;1.059;
12219;1.06;
12220;1.059;
12221;1.06;
12222;1.06;
12223;1.06;
12224;1.059;
12225;1.06;
12226;1.06;
12227;1.058;
12228;1.059;
12229;1.06;
12230;1.06;
12231;1.059;
12232;1.059;
12233;1.059;
12234;1.06;
12235;1.059;
12236;1.06;
12237;1.059;
12238;1.059;
12239;1.059;
12240;1.059;
12241;1.059;
12242;1.059;
12243;1.06;
12244;1.059;
12245;1.058;
12246;1.06;
12247;1.059;
12248;1.058;
12249;1.059;
12250;1.059;
12251;1.059;
12252;1.059;
12253;1.059;
12254;1.058;
12255;1.059;
12256;1.059;
12257;1.058;
12258;1.059;
12259;1.058;
12260;1.058;
12261;1.058;
12262;1.059;
12263;1.059;
12264;1.059;
12265;1.059;
12266;1.058;
12267;1.059;
12268;1.058;
12269;1.058;
12270;1.059;
12271;1.058;
12272;1.058;
12273;1.058;
12274;1.058;
12275;1.058;
12276;1.058;
12277;1.057;
12278;1.058;
12279;1.058;
12280;1.058;
12281;1.058;
12282;1.057;
12283;1.058;
12284;1.057;
12285;1.058;
12286;1.058;
12287;1.058;
12288;1.057;
12289;1.058;
12290;1.057;
12291;1.058;
12292;1.058;
12293;1.057;
12294;1.057;
12295;1.057;
12296;1.057;
12297;1.057;
12298;1.057;
12299;1.057;
12300;1.057;
12301;1.057;
12302;1.057;
12303;1.057;
12304;1.057;
12305;1.057;
12306;1.057;
12307;1.057;
12308;1.057;
12309;1.058;
12310;1.056;
12311;1.057;
12312;1.057;
12313;1.057;
12314;1.057;
12315;1.057;
12316;1.057;
12317;1.057;
12318;1.057;
12319;1.056;
12320;1.057;
12321;1.057;
12322;1.056;
12323;1.057;
12324;1.056;
12325;1.057;
12326;1.056;
12327;1.056;
12328;1.056;
12329;1.056;
12330;1.056;
12331;1.056;
12332;1.055;
12333;1.056;
12334;1.056;
12335;1.056;
12336;1.056;
12337;1.057;
12338;1.056;
12339;1.056;
12340;1.055;
12341;1.056;
12342;1.056;
12343;1.056;
12344;1.055;
12345;1.056;
12346;1.055;
12347;1.056;
12348;1.055;
12349;1.055;
12350;1.056;
12351;1.055;
12352;1.055;
12353;1.055;
12354;1.055;
12355;1.055;
12356;1.055;
12357;1.055;
12358;1.055;
12359;1.056;
12360;1.055;
12361;1.055;
12362;1.055;
12363;1.055;
12364;1.055;
12365;1.055;
12366;1.055;
12367;1.054;
12368;1.056;
12369;1.055;
12370;1.055;
12371;1.055;
12372;1.055;
12373;1.055;
12374;1.054;
12375;1.054;
12376;1.055;
12377;1.054;
12378;1.054;
12379;1.055;
12380;1.054;
12381;1.055;
12382;1.054;
12383;1.054;
12384;1.054;
12385;1.054;
12386;1.054;
12387;1.055;
12388;1.054;
12389;1.054;
12390;1.054;
12391;1.054;
12392;1.054;
12393;1.053;
12394;1.055;
12395;1.054;
12396;1.054;
12397;1.054;
12398;1.054;
12399;1.054;
12400;1.053;
12401;1.054;
12402;1.055;
12403;1.054;
12404;1.053;
12405;1.054;
12406;1.053;
12407;1.054;
12408;1.054;
12409;1.053;
12410;1.054;
12411;1.053;
12412;1.054;
12413;1.053;
12414;1.053;
12415;1.052;
12416;1.054;
12417;1.053;
12418;1.053;
12419;1.053;
12420;1.053;
12421;1.053;
12422;1.053;
12423;1.053;
12424;1.053;
12425;1.052;
12426;1.053;
12427;1.054;
12428;1.053;
12429;1.053;
12430;1.053;
12431;1.053;
12432;1.053;
12433;1.052;
12434;1.053;
12435;1.053;
12436;1.052;
12437;1.053;
12438;1.053;
12439;1.053;
12440;1.052;
12441;1.053;
12442;1.052;
12443;1.052;
12444;1.052;
12445;1.052;
12446;1.052;
12447;1.052;
12448;1.052;
12449;1.052;
12450;1.052;
12451;1.051;
12452;1.052;
12453;1.052;
12454;1.052;
12455;1.052;
12456;1.052;
12457;1.052;
12458;1.052;
12459;1.052;
12460;1.051;
12461;1.052;
12462;1.052;
12463;1.051;
12464;1.052;
12465;1.051;
12466;1.051;
12467;1.052;
12468;1.052;
12469;1.051;
12470;1.051;
12471;1.051;
12472;1.051;
12473;1.052;
12474;1.052;
12475;1.051;
12476;1.051;
12477;1.052;
12478;1.051;
12479;1.051;
12480;1.051;
12481;1.05;
12482;1.051;
12483;1.051;
12484;1.051;
12485;1.051;
12486;1.051;
12487;1.05;
12488;1.05;
12489;1.051;
12490;1.05;
12491;1.051;
12492;1.051;
12493;1.05;
12494;1.051;
12495;1.05;
12496;1.05;
12497;1.05;
12498;1.051;
12499;1.05;
12500;1.05;
12501;1.05;
12502;1.05;
12503;1.05;
12504;1.05;
12505;1.05;
12506;1.05;
12507;1.05;
12508;1.05;
12509;1.049;
12510;1.05;
12511;1.049;
12512;1.05;
12513;1.049;
12514;1.049;
12515;1.049;
12516;1.049;
12517;1.049;
12518;1.049;
12519;1.049;
12520;1.049;
12521;1.049;
12522;1.049;
12523;1.049;
12524;1.05;
12525;1.049;
12526;1.049;
12527;1.049;
12528;1.049;
12529;1.049;
12530;1.048;
12531;1.049;
12532;1.049;
12533;1.049;
12534;1.049;
12535;1.048;
12536;1.05;
12537;1.048;
12538;1.048;
12539;1.048;
12540;1.048;
12541;1.049;
12542;1.048;
12543;1.048;
12544;1.048;
12545;1.048;
12546;1.048;
12547;1.048;
12548;1.048;
12549;1.048;
12550;1.048;
12551;1.048;
12552;1.049;
12553;1.048;
12554;1.048;
12555;1.048;
12556;1.048;
12557;1.048;
12558;1.048;
12559;1.048;
12560;1.048;
12561;1.048;
12562;1.048;
12563;1.048;
12564;1.048;
12565;1.047;
12566;1.047;
12567;1.047;
12568;1.048;
12569;1.048;
12570;1.048;
12571;1.047;
12572;1.047;
12573;1.047;
12574;1.047;
12575;1.047;
12576;1.046;
12577;1.047;
12578;1.047;
12579;1.047;
12580;1.047;
12581;1.047;
12582;1.047;
12583;1.047;
12584;1.047;
12585;1.047;
12586;1.047;
12587;1.047;
12588;1.047;
12589;1.046;
12590;1.047;
12591;1.046;
12592;1.046;
12593;1.047;
12594;1.047;
12595;1.046;
12596;1.047;
12597;1.047;
12598;1.046;
12599;1.047;
12600;1.046;
12601;1.046;
12602;1.046;
12603;1.046;
12604;1.046;
12605;1.046;
12606;1.046;
12607;1.046;
12608;1.046;
12609;1.046;
12610;1.046;
12611;1.046;
12612;1.046;
12613;1.046;
12614;1.046;
12615;1.046;
12616;1.045;
12617;1.046;
12618;1.046;
12619;1.045;
12620;1.045;
12621;1.045;
12622;1.046;
12623;1.046;
12624;1.045;
12625;1.046;
12626;1.046;
12627;1.045;
12628;1.045;
12629;1.046;
12630;1.045;
12631;1.045;
12632;1.045;
12633;1.045;
12634;1.046;
12635;1.046;
12636;1.045;
12637;1.046;
12638;1.044;
12639;1.045;
12640;1.044;
12641;1.045;
12642;1.044;
12643;1.044;
12644;1.045;
12645;1.045;
12646;1.044;
12647;1.044;
12648;1.044;
12649;1.044;
12650;1.044;
12651;1.044;
12652;1.044;
12653;1.045;
12654;1.044;
12655;1.044;
12656;1.045;
12657;1.044;
12658;1.043;
12659;1.044;
12660;1.043;
12661;1.043;
12662;1.044;
12663;1.044;
12664;1.044;
12665;1.043;
12666;1.044;
12667;1.044;
12668;1.044;
12669;1.044;
12670;1.044;
12671;1.043;
12672;1.044;
12673;1.043;
12674;1.043;
12675;1.043;
12676;1.043;
12677;1.043;
12678;1.043;
12679;1.044;
12680;1.043;
12681;1.043;
12682;1.044;
12683;1.043;
12684;1.043;
12685;1.042;
12686;1.043;
12687;1.043;
12688;1.043;
12689;1.043;
12690;1.043;
12691;1.043;
12692;1.043;
12693;1.043;
12694;1.043;
12695;1.042;
12696;1.043;
12697;1.043;
12698;1.043;
12699;1.043;
12700;1.042;
12701;1.043;
12702;1.042;
12703;1.043;
12704;1.043;
12705;1.042;
12706;1.042;
12707;1.043;
12708;1.043;
12709;1.042;
12710;1.042;
12711;1.042;
12712;1.042;
12713;1.043;
12714;1.042;
12715;1.041;
12716;1.042;
12717;1.041;
12718;1.042;
12719;1.041;
12720;1.042;
12721;1.041;
12722;1.042;
12723;1.041;
12724;1.041;
12725;1.042;
12726;1.041;
12727;1.041;
12728;1.041;
12729;1.041;
12730;1.041;
12731;1.041;
12732;1.041;
12733;1.042;
12734;1.041;
12735;1.041;
12736;1.041;
12737;1.041;
12738;1.041;
12739;1.041;
12740;1.041;
12741;1.041;
12742;1.041;
12743;1.041;
12744;1.04;
12745;1.04;
12746;1.041;
12747;1.04;
12748;1.04;
12749;1.04;
12750;1.04;
12751;1.04;
12752;1.04;
12753;1.04;
12754;1.04;
12755;1.04;
12756;1.041;
12757;1.04;
12758;1.04;
12759;1.04;
12760;1.039;
12761;1.04;
12762;1.04;
12763;1.039;
12764;1.039;
12765;1.039;
12766;1.039;
12767;1.039;
12768;1.039;
12769;1.039;
12770;1.039;
12771;1.039;
12772;1.039;
12773;1.039;
12774;1.04;
12775;1.039;
12776;1.039;
12777;1.039;
12778;1.039;
12779;1.039;
12780;1.039;
12781;1.039;
12782;1.038;
12783;1.038;
12784;1.039;
12785;1.039;
12786;1.038;
12787;1.038;
12788;1.039;
12789;1.038;
12790;1.039;
12791;1.038;
12792;1.039;
12793;1.039;
12794;1.038;
12795;1.038;
12796;1.038;
12797;1.038;
12798;1.038;
12799;1.037;
12800;1.038;
12801;1.037;
12802;1.038;
12803;1.038;
12804;1.038;
12805;1.038;
12806;1.037;
12807;1.038;
12808;1.037;
12809;1.037;
12810;1.037;
12811;1.037;
12812;1.038;
12813;1.037;
12814;1.038;
12815;1.037;
12816;1.037;
12817;1.037;
12818;1.037;
12819;1.037;
12820;1.037;
12821;1.037;
12822;1.037;
12823;1.037;
12824;1.037;
12825;1.037;
12826;1.036;
12827;1.036;
12828;1.037;
12829;1.036;
12830;1.037;
12831;1.036;
12832;1.037;
12833;1.037;
12834;1.036;
12835;1.036;
12836;1.036;
12837;1.036;
12838;1.036;
12839;1.036;
12840;1.036;
12841;1.036;
12842;1.036;
12843;1.036;
12844;1.036;
12845;1.036;
12846;1.036;
12847;1.036;
12848;1.036;
12849;1.036;
12850;1.036;
12851;1.036;
12852;1.036;
12853;1.036;
12854;1.035;
12855;1.036;
12856;1.035;
12857;1.035;
12858;1.035;
12859;1.035;
12860;1.035;
12861;1.035;
12862;1.036;
12863;1.035;
12864;1.035;
12865;1.035;
12866;1.035;
12867;1.035;
12868;1.036;
12869;1.035;
12870;1.035;
12871;1.036;
12872;1.035;
12873;1.034;
12874;1.034;
12875;1.034;
12876;1.034;
12877;1.035;
12878;1.035;
12879;1.034;
12880;1.034;
12881;1.035;
12882;1.035;
12883;1.034;
12884;1.034;
12885;1.034;
12886;1.033;
12887;1.034;
12888;1.034;
12889;1.034;
12890;1.034;
12891;1.033;
12892;1.033;
12893;1.034;
12894;1.034;
12895;1.033;
12896;1.033;
12897;1.034;
12898;1.033;
12899;1.034;
12900;1.033;
12901;1.033;
12902;1.034;
12903;1.033;
12904;1.034;
12905;1.034;
12906;1.033;
12907;1.033;
12908;1.032;
12909;1.032;
12910;1.033;
12911;1.033;
12912;1.033;
12913;1.033;
12914;1.032;
12915;1.033;
12916;1.033;
12917;1.032;
12918;1.032;
12919;1.033;
12920;1.032;
12921;1.032;
12922;1.032;
12923;1.033;
12924;1.032;
12925;1.032;
12926;1.032;
12927;1.032;
12928;1.032;
12929;1.032;
12930;1.032;
12931;1.032;
12932;1.032;
12933;1.032;
12934;1.032;
12935;1.032;
12936;1.032;
12937;1.031;
12938;1.031;
12939;1.031;
12940;1.032;
12941;1.032;
12942;1.031;
12943;1.031;
12944;1.031;
12945;1.031;
12946;1.031;
12947;1.031;
12948;1.032;
12949;1.031;
12950;1.031;
12951;1.031;
12952;1.031;
12953;1.031;
12954;1.03;
12955;1.031;
12956;1.031;
12957;1.03;
12958;1.03;
